channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,lambda_wiener,template,use_R,beta_R,n_events,s1,s2,s_penalty,BI,J_final
34,29,40.0,0.000737938,8.156031981343403e-06,90.47756958007812,930.9915968329027,84233.856980917,3.7103898525238037,root,0,,38,,,,6.156201473541804e-05,0.23180629312992096
34,9,2.0,0.002440126,2.510967169655487e-05,97.17872619628906,338.06201643974526,32852.436132963376,0.009783037938177586,root,0,,38,,,,0.00011807877408182089,0.44461512565612793
34,11,3.0,0.0024210790000000005,2.6689627702580765e-05,90.71235656738281,443.7037304611388,40249.41100786874,0.014005457982420921,root,0,,38,,,,0.0001073590161966606,0.404250830411911
34,21,10.0,0.001688306,1.2543815500976052e-05,134.5926971435547,586.240041655473,78903.62837995996,1.7990854978561401,root,0,,37,,,,7.659188538066128e-05,0.28839993476867676
34,23,20.0,0.0011531739999999999,9.102121111936867e-06,126.69287872314453,721.3149139461188,91385.46291377107,4.01308536529541,root,0,,36,,,,6.599270093839016e-05,0.248489648103714
34,5,1.4,0.0023085469999999998,2.8548700356623158e-05,80.86347198486328,321.49321490143575,25997.05757650588,0.006509382743388414,root,0,,36,,,,0.00013462141245537015,0.5069049596786499
34,7,1.8,0.0024120219999999998,2.6737316147773527e-05,90.21182250976562,343.1661448267076,30957.64334846747,0.009127254597842693,root,0,,39,,,,0.0001224360231908028,0.46102195978164673
34,17,6.0,0.002072425,1.4701159670948982e-05,140.9701690673828,456.292352895642,64323.610131852554,0.6835850477218628,root,0,,37,,,,8.81269426193737e-05,0.33183416724205017
34,19,8.0,0.0018584769999999999,1.2434205018507782e-05,149.46487426757812,495.70245141966154,74090.10457556996,1.1586780548095703,root,0,,38,,,,8.12627568261591e-05,0.305987685918808
34,1,0.6,0.001562028,3.8671943912049755e-05,40.391761779785156,357.3376042851685,14433.49538724566,7.003529844951117e-07,root,0,,37,,,,0.00015235219866268837,0.5736686587333679
34,3,1.0,0.002058465,3.366656164871529e-05,61.14271545410156,331.6757756600251,20279.55757419934,4.7674689994892105e-05,root,0,,36,,,,0.0001480285397920957,0.5573883056640625
34,13,4.0,0.002317061,1.941311711561866e-05,119.35543060302734,428.96216748760736,51198.96421289131,0.06986739486455917,root,0,,39,,,,9.99595394037427e-05,0.3763887584209442
34,15,5.0,0.002204652,1.778026853571646e-05,123.99430084228516,466.35377057227686,57825.20972727293,0.17765644192695618,root,0,,38,,,,9.282458178076039e-05,0.3495227098464966
34,27,30.0,0.0008928300000000001,8.880214409145992e-06,100.54148864746094,880.6039276945695,88537.22979921308,3.273725748062134,root,0,,38,,,,6.281251900018358e-05,0.23651495575904846
34,25,26.0,0.000980923,8.438542863586918e-06,116.24317169189453,785.2685384926409,91282.10554424315,4.547988414764404,root,0,,38,,,,6.366459824011526e-05,0.23972338438034058
31,7,1.8,0.003555786,0.00017380666395183653,20.458284378051758,2092.601650513618,42811.03965618808,0.6811649203300476,root,0,,39,0.07145394420204002,0.05771474329299508,,8.722025154040203e-05,0.32842010259628296
31,3,1.0,0.004304359,0.0001973947510123253,21.805843353271484,1787.3510125602963,38974.696197200996,0.38763248920440674,root,0,,36,0.07742861438189143,0.06034947567831002,,0.00010134822349341836,0.3816177248954773
31,11,3.0,0.002915397,0.00013994105393067002,20.833036422729492,2245.3238493300264,46776.91353391563,0.8183714747428894,root,0,,38,0.06906603427433948,0.05470517974271375,,7.727496076566239e-05,0.2909719944000244
31,5,1.4,0.003880032,0.00018392904894426465,21.095264434814453,1949.7337584341458,41130.14921165295,0.529759407043457,root,0,,36,0.07329107854914321,0.05797237913195706,,9.329532791852585e-05,0.35129526257514954
31,9,2.0,0.0034196770000000003,0.0001709058997221291,20.00912094116211,2170.5583979813414,43430.96549506374,0.7568678855895996,root,0,,38,0.07050498640021774,0.05721900361069846,,8.545564804390847e-05,0.3217756450176239
31,13,4.0,0.002568738,0.00011792441364377737,21.78291893005371,2283.7762416420182,49747.312726070835,0.9087282419204712,root,0,,39,0.06670648350901315,0.05346025021690522,,7.179886545517735e-05,0.27035224437713623
31,15,5.0,0.002313303,0.00010729562200140208,21.560089111328125,2382.298761128682,51362.57357974098,1.4057941436767578,root,0,,38,0.064099837665425,0.054463969708518516,,6.876692695830686e-05,0.25893574953079224
31,17,6.0,0.002113314,0.00010050863056676462,21.026195526123047,2502.1243631849484,52610.15609100284,1.8699828386306763,root,0,,37,0.062245642737772895,0.05440117680926235,,6.683371534484678e-05,0.2516564130783081
31,1,0.6,0.004763267,0.00021973776165395975,21.677053451538086,1572.180498669317,34080.24070512059,0.1502760946750641,root,0,,37,0.10609327699409918,0.08637098513748792,,0.0001167654226709833,0.43966981768608093
71,11,3.0,0.004643936,0.00012439966667443514,37.33077621459961,1680.334091678651,62728.17594221822,0.19740763306617737,root,0,,38,0.06747826675937636,0.04714624321281782,,7.33589436570865e-05,0.27622658014297485
71,9,2.0,0.00494817,0.0001454711309634149,34.01478958129883,1572.320602778504,53482.15445785175,0.26011013984680176,root,0,,38,0.06931855663973044,0.04846416276886114,,8.344814058507616e-05,0.3142165541648865
71,23,20.0,0.002002852,4.814024214283563e-05,41.604530334472656,2495.2677945601868,103814.44465141198,0.5305618643760681,root,0,,37,0.05482009684604321,0.035626079705241134,,4.635981207896647e-05,0.17456375062465668
