channel,wp,vbias,gen,seed,train,nps,filter,BI_analytic,BI_mc,sigma_BI,rp,sigma_rp,nsim,ratio
71,21,10.0,fit,1234,sim,clean,wiener,5.973385176451713e-05,6.111948851737344e-05,5.431829380120938e-07,0.76986,0.0020453070597698025,50000,1.0231968425260565
71,19,8.0,fit,1234,sim,clean,wiener,6.602615662587162e-05,6.725958834583296e-05,5.695885465953496e-07,0.74674,0.002144735031219908,50000,1.018680955896773
71,17,6.0,fit,1234,sim,clean,wiener,6.97541190539272e-05,7.161502248020736e-05,5.84855043156544e-07,0.73034,0.002202219666707239,50000,1.02667804355527
71,25,26.0,fit,1234,sim,clean,wiener,4.5103514210407115e-05,4.6523472662177276e-05,4.807538057387508e-07,0.82482,0.0018102357126445208,50000,1.0314822132294632
71,23,20.0,fit,1234,sim,clean,wiener,4.641594750916809e-05,4.801600557895679e-05,4.879887803421437e-07,0.8192,0.0018374783662663935,50000,1.0344721621695356
71,27,30.0,fit,1234,sim,clean,wiener,4.488211464903527e-05,4.6502226642009606e-05,4.795083036272318e-07,0.8249,0.0018055458851787116,50000,1.0360970512562326
71,29,40.0,fit,1234,sim,clean,wiener,4.436257797768111e-05,4.593389560252416e-05,4.772807760865617e-07,0.82704,0.0017971583282693619,50000,1.0354198898367355
83,1,0.6,fit,1234,sim,clean,wiener,0.00015640344734834213,0.00016234084010124288,8.110062939362091e-07,0.38872,0.0030537720948601303,50000,1.0379620325099164
83,9,2.0,fit,1234,sim,clean,wiener,0.00010014933533130488,0.00010123197459395326,6.885940652237815e-07,0.61882,0.0025928397310712855,50000,1.0108102491051676
83,7,1.8,fit,1234,sim,clean,wiener,0.00010608147907157026,0.00010741456646274817,7.066572328303751e-07,0.59554,0.002660854982733606,50000,1.0125666365405643
83,3,1.0,fit,1234,sim,clean,wiener,0.00013543277025880026,0.00013853998600839935,7.767948269918884e-07,0.47834,0.0029249518577547768,50000,1.0229428648890624
83,5,1.4,fit,1234,sim,clean,wiener,0.0001188075888607078,0.00012073582110788352,7.483112380967517e-07,0.54538,0.00281769943618938,50000,1.0162298744185139
83,15,5.0,fit,1234,sim,clean,wiener,7.606615541016961e-05,7.75532851170739e-05,6.124317382930725e-07,0.70798,0.002306057260454717,50000,1.0195504781184914
83,11,3.0,fit,1234,sim,clean,wiener,8.85829277310798e-05,9.065145655044863e-05,6.54454464356254e-07,0.65866,0.0024642900992886273,50000,1.0233513259535572
83,13,4.0,fit,1234,sim,clean,wiener,8.126192577643458e-05,8.279042908840704e-05,6.271725109927118e-07,0.68826,0.002361562329482424,50000,1.018809587606595
83,17,6.0,fit,1234,sim,clean,wiener,7.289478259904295e-05,7.436638209192193e-05,6.000256445397616e-07,0.71998,0.002259343217427747,50000,1.0201879948112815
83,23,20.0,fit,1234,sim,clean,wiener,6.087316553352132e-05,6.268107099969792e-05,5.503575931319082e-07,0.76398,0.0020723225857391457,50000,1.0296995474168504
83,19,8.0,fit,1234,sim,clean,wiener,6.457585217781251e-05,6.595826961056256e-05,5.662077653687369e-07,0.75164,0.0021320050000896338,50000,1.0214076529558371
83,21,10.0,fit,1234,sim,clean,wiener,6.31943111583881e-05,6.495439515763968e-05,5.628334462789389e-07,0.75542,0.0021192993015609987,50000,1.0278519374131665
