channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,lambda_wiener,BI,J_final
94,23,20.0,0.001740796,8.211885869968683e-05,21.1984920501709,1903.8841011652005,40359.47198299727,87.89449310302734,6.987835703036354e-05,0.26312074065208435
94,21,10.0,0.002595703,0.000100470962934196,25.835351943969727,1491.165703685776,38524.790761499295,33.2502555847168,7.998567875710705e-05,0.3011789619922638
94,25,26.0,0.0014555610000000002,8.041270484682173e-05,18.101131439208984,2129.832477479495,38552.377618352446,116.6170425415039,6.95875608596145e-05,0.26202577352523804
94,27,30.0,0.001327778,7.8340875916183e-05,16.9487247467041,2227.4712296954463,37752.79675331063,124.71250915527344,6.986844775174352e-05,0.26308342814445496
91,25,26.0,0.00040550199999999997,3.8357557059498504e-05,10.571633338928223,1243.9492972240948,13150.575862470574,1.900985444081016e-05,0.0001478621557224872,0.5567618012428284
91,23,20.0,0.0005004920000000001,3.943877527490258e-05,12.690353393554688,1116.3902333552332,14167.386586390894,7.98034670879133e-05,0.0001466314264837856,0.5521275997161865
94,1,0.6,0.010681597999999999,0.00035062452661804855,30.464492797851562,19136.256976281536,582976.3628317656,3155.691650390625,8.870559858517847e-05,0.33401304483413696
94,3,1.0,0.00513821,0.0001793034898582846,28.656497955322266,6337.413745746497,181608.0840470157,46596.51171875,1.848707113698021e-05,0.06961142271757126
91,29,40.0,0.000280232,3.1169765861704946e-05,8.990507125854492,1455.9084906832159,13089.355660079511,2.9540127798100002e-05,0.00014605252516044313,0.5499477982521057
91,27,30.0,0.00035906,3.58401593985036e-05,10.018370628356934,1266.0431770315522,12683.6897790046,1.7427313650841825e-05,0.00014631779623251043,0.5509466528892517
94,7,1.8,0.005544293,0.0001238081749761477,44.78131866455078,720.7740436071887,32277.212131910335,0.025965385138988495,0.00011627645675735261,0.4378286600112915
94,5,1.4,0.006197094,0.00013299621059559286,46.59601974487305,677.9751912668855,31590.945398805878,0.05951742082834244,0.00011881578063656381,0.44739025831222534
