channel,signal_amp,sigma_analytic,SNR,BI,J_final
34,0.00835,7.94053848949261e-05,105.1565933227539,3.5145955558781674e-05,0.1323389708995819
31,0.00766,0.0001812912232708186,42.25246047973633,5.769678663714933e-05,0.21725212037563324
94,0.00429,0.00013128948921803385,32.67588424682617,7.549374418943767e-05,0.2842649817466736
37,0.00847,0.00016621255781501532,50.95884323120117,7.943742338170122e-05,0.29911455512046814
40,0.00441,0.00016474636504426599,26.768421173095703,8.297014452780915e-05,0.3124167025089264
71,0.014150000000000001,0.00013335360563360155,106.10887145996094,6.407785948122166e-05,0.2412794828414917
41,0.00209,0.0007731374935247004,2.70327091217041,0.00019991599205136575,0.7527658939361572
91,0.005110000000000001,0.0002667041262611747,19.159809112548828,0.00017588861909792193,0.6622929573059082
83,0.01056,0.00018322847608942538,57.632965087890625,0.0001046008413085661,0.393865168094635
