channel,wp,vbias,gen,train,nps,filter,BI_analytic,BI_mc,sigma_BI,rp,sigma_rp,nsim,ratio
91,9,2.0,root,sim,clean,wiener,0.00014119974880238644,0.0001445260521906432,1.2629733704810243e-06,0.4558,0.004755613938095728,20000,1.023557431344386
91,11,3.0,root,sim,clean,wiener,0.00014006980610837112,0.0001431317821171392,1.2701782214586484e-06,0.46105,0.004782743163883001,20000,1.021860357302123
34,1,0.6,root,sim,clean,wiener,0.0001859703286636316,0.0002148371001830592,1.1013724860409143e-06,0.19105,0.004147120175349738,20000,1.1552224579418768
34,3,1.0,root,sim,clean,wiener,0.00016321419268689036,0.0001875226855049856,1.258350508519336e-06,0.2939,0.004738206962388454,20000,1.1489361459191763
34,13,4.0,root,sim,clean,wiener,9.938591722484074e-05,0.0001051545210674112,1.0947239136523036e-06,0.60405,0.004122085567131772,20000,1.058042467219175
34,15,5.0,root,sim,clean,wiener,9.24286142886833e-05,9.76785777209088e-05,1.0613906677194916e-06,0.6322,0.003996572193164372,20000,1.0568001962663665
34,9,2.0,root,sim,clean,wiener,0.00012921476915757728,0.0001382053611907584,1.242667681573978e-06,0.4796,0.004679154671854663,20000,1.0695786719412632
34,11,3.0,root,sim,clean,wiener,0.00011182058974772747,0.00011815442965751038,1.162420636760551e-06,0.5551,0.004376991559214862,20000,1.0566428769877922
34,5,1.4,root,sim,clean,wiener,0.00014605570689367415,0.0001614564745117632,1.2938977398512732e-06,0.39205,0.004872056901535222,20000,1.105444476943996
34,7,1.8,root,sim,clean,wiener,0.00013429446957898407,0.0001447916274427392,1.2554599968870443e-06,0.4548,0.0047273229978267,20000,1.078165228223202
34,17,6.0,root,sim,clean,wiener,8.739011810409426e-05,9.133132919581439e-05,1.040552629165946e-06,0.6561,0.0039181084116595615,20000,1.0450990475493531
34,23,20.0,root,sim,clean,wiener,6.551479194347526e-05,6.68718484777728e-05,8.962893901167386e-07,0.7482,0.0033748980111774434,20000,1.020713742561655
34,19,8.0,root,sim,clean,wiener,8.055051555320693e-05,8.35499743094016e-05,1.0039863116648883e-06,0.6854,0.0037804211941478943,20000,1.0372369901743634
34,21,10.0,root,sim,clean,wiener,7.580030656067478e-05,7.9473394189728e-05,9.728441470351031e-07,0.70075,0.0036631581420223597,20000,1.0484574244579483
34,25,26.0,root,sim,clean,wiener,6.329153606139785e-05,6.453478625932799e-05,8.83486112299388e-07,0.757,0.0033266884068701777,20000,1.0196432299687606
34,27,30.0,root,sim,clean,wiener,6.25312363700905e-05,6.409658709336958e-05,8.796182063546627e-07,0.75865,0.0033121241509231395,20000,1.025033100481407
91,15,5.0,root,sim,clean,wiener,0.0001407760400790289,0.00014526966289651197,1.266988768692665e-06,0.453,0.004770733563060592,20000,1.0319203666686494
91,17,6.0,root,sim,clean,wiener,0.00014204729288525,0.0001477527915036096,1.2659430399919749e-06,0.44365,0.004766795964611803,20000,1.040166190445943
91,13,4.0,root,sim,clean,wiener,0.00014026457250476188,0.0001450837602200448,1.2556528131960014e-06,0.4537,0.0047280490304951635,20000,1.0343578398253008
91,7,1.8,root,sim,clean,wiener,0.00014188844366647715,0.0001462124550414528,1.2488402055102548e-06,0.44945,0.004702396761949885,20000,1.0304747255184479
91,3,1.0,root,sim,clean,wiener,0.00014797012886860075,0.0001541398763165184,1.2642726837487329e-06,0.4196,0.004760506386685927,20000,1.0416958983214542
91,5,1.4,root,sim,clean,wiener,0.00014402693247665335,0.0001469427869847168,1.2515682610603005e-06,0.4467,0.004712669012577588,20000,1.0202452031569589
91,19,8.0,root,sim,clean,wiener,0.00014466747394527752,0.0001515239600833728,1.269898238401005e-06,0.42945,0.004781688912572181,20000,1.0473948009950658
91,21,10.0,root,sim,clean,wiener,0.00014598491728666347,0.0001549764383606208,1.2815672581639684e-06,0.41645,0.0048256275690202795,20000,1.0615921236322046
34,29,40.0,root,sim,clean,wiener,6.137580815118985e-05,6.264920196944639e-05,8.735793298589401e-07,0.7641,0.003289385298382995,20000,1.0207474875951081
91,1,0.6,root,sim,clean,wiener,0.00016124276861562086,0.00017189358191913598,1.275791784637123e-06,0.35275,0.004803880536940808,20000,1.0660545176379668
91,29,40.0,root,sim,clean,wiener,0.00014920699996050452,0.0001694635683624576,1.302893396619312e-06,0.3619,0.00490592924730932,20000,1.1357615152594385
91,27,30.0,root,sim,clean,wiener,0.00015323537499183573,0.0001723450598476992,1.3196456228096556e-06,0.35105,0.004969008265621945,20000,1.124708050323769
91,23,20.0,root,sim,clean,wiener,0.00014650849444263067,0.00015994269557481597,1.2963253993279922e-06,0.39775,0.004881198037456432,20000,1.0916957148682314
91,25,26.0,root,sim,clean,wiener,0.00015162271112926257,0.000166714864503264,1.2761930339891352e-06,0.37225,0.004805391405701529,20000,1.0995375512124628
