# Load-curve quantities extracted from the Excel (run 205, 25 mK), one row per (channel, bias). Units: V in V, I in A, R in Ohm.
channel,bias_V,V_bol_V,I_bol_A,R_bol_Ohm,R_load_Ohm
13,0.600,0.00192316,2.89385e-10,6.64569e+06,2.069e+09
13,1.000,0.00296929,4.80029e-10,6.18563e+06,2.069e+09
13,1.400,0.00379275,6.66311e-10,5.69216e+06,2.069e+09
13,1.800,0.00451272,8.76741e-10,5.14715e+06,2.069e+09
13,2.000,0.00479324,9.73396e-10,4.92425e+06,2.069e+09
13,3.000,0.00577629,1.4619e-09,3.95122e+06,2.069e+09
13,4.000,0.00634632,1.92401e-09,3.29849e+06,2.069e+09
13,5.000,0.00672148,2.40486e-09,2.79496e+06,2.069e+09
13,6.000,0.0069825,2.90189e-09,2.40619e+06,2.069e+09
13,8.000,0.00728071,3.86849e-09,1.88206e+06,2.069e+09
13,10.000,0.0074431,4.83566e-09,1.53921e+06,2.069e+09
13,20.000,0.00760989,9.66624e-09,787265,2.069e+09
13,26.000,0.00757632,1.25653e-08,602958,2.069e+09
13,30.000,0.00754654,1.44999e-08,520456,2.069e+09
13,40.000,0.00745734,1.92506e-08,387383,2.069e+09
13,50.000,0.00737036,2.40388e-08,306603,2.069e+09
14,0.600,0.00373805,2.87961e-10,1.29811e+07,2.069e+09
14,1.000,0.00529907,4.85839e-10,1.0907e+07,2.069e+09
14,1.400,0.00626349,6.78287e-10,9.23427e+06,2.069e+09
14,1.800,0.00690379,8.71264e-10,7.92388e+06,2.069e+09
14,2.000,0.00714346,9.64682e-10,7.40499e+06,2.069e+09
14,3.000,0.00788527,1.43738e-09,5.48586e+06,2.069e+09
14,4.000,0.00826846,1.93705e-09,4.26858e+06,2.069e+09
14,5.000,0.00845225,2.41771e-09,3.49598e+06,2.069e+09
14,6.000,0.00856,2.90164e-09,2.95006e+06,2.069e+09
14,8.000,0.00865574,3.8664e-09,2.23871e+06,2.069e+09
14,10.000,0.00868261,4.83555e-09,1.79558e+06,2.069e+09
14,20.000,0.00858448,9.54304e-09,899554,2.069e+09
14,26.000,0.00849989,1.24385e-08,683353,2.069e+09
14,30.000,0.00844791,1.43705e-08,587864,2.069e+09
14,40.000,0.00833113,1.92014e-08,433880,2.069e+09
14,50.000,0.00823558,2.40372e-08,342617,2.069e+09
15,0.600,0.0489304,2.67917e-10,1.82633e+08,2.069e+09
15,1.000,0.0489423,4.62952e-10,1.05718e+08,2.069e+09
15,1.400,0.0489639,6.52869e-10,7.49981e+07,2.069e+09
15,1.800,0.0489814,8.48337e-10,5.77382e+07,2.069e+09
15,2.000,0.0489877,9.44443e-10,5.18694e+07,2.069e+09
15,3.000,0.0490014,1.43145e-09,3.4232e+07,2.069e+09
15,4.000,0.0490022,1.91195e-09,2.56294e+07,2.069e+09
15,5.000,0.0490034,2.39662e-09,2.04469e+07,2.069e+09
15,6.000,0.0490038,2.87936e-09,1.7019e+07,2.069e+09
15,8.000,0.0490039,3.8425e-09,1.27531e+07,2.069e+09
15,10.000,0.0490038,4.81022e-09,1.01874e+07,2.069e+09
15,20.000,0.0490019,9.64612e-09,5.07996e+06,2.069e+09
15,26.000,0.049002,1.25442e-08,3.90634e+06,2.069e+09
15,30.000,0.0490022,1.44839e-08,3.38322e+06,2.069e+09
15,40.000,0.0490014,1.93106e-08,2.53754e+06,2.069e+09
15,50.000,0.0490013,2.41509e-08,2.02897e+06,2.069e+09
16,0.600,0.0117723,2.82237e-10,4.17109e+07,2.069e+09
16,1.000,0.013851,4.70952e-10,2.94107e+07,2.069e+09
16,1.400,0.0147787,6.77888e-10,2.18011e+07,2.069e+09
16,1.800,0.0150041,8.67403e-10,1.72978e+07,2.069e+09
16,2.000,0.0149031,9.63773e-10,1.54633e+07,2.069e+09
16,3.000,0.0141721,1.44976e-09,9.77547e+06,2.069e+09
16,4.000,0.0138649,1.93092e-09,7.1805e+06,2.069e+09
16,5.000,0.0137097,2.41334e-09,5.68081e+06,2.069e+09
16,6.000,0.0136271,2.89932e-09,4.70011e+06,2.069e+09
16,8.000,0.0135582,3.87095e-09,3.50256e+06,2.069e+09
16,10.000,0.0135454,4.82947e-09,2.80473e+06,2.069e+09
16,20.000,0.0135598,9.5424e-09,1.421e+06,2.069e+09
16,26.000,0.0135223,1.2444e-08,1.08665e+06,2.069e+09
16,30.000,0.013489,1.43738e-08,938443,2.069e+09
16,40.000,0.0134021,1.91988e-08,698071,2.069e+09
16,50.000,0.0133197,2.395e-08,556147,2.069e+09
17,0.600,0.000395797,2.90278e-10,1.36351e+06,2.069e+09
17,1.000,0.000657115,4.85666e-10,1.35302e+06,2.069e+09
17,1.400,0.000909945,6.85036e-10,1.32832e+06,2.069e+09
17,1.800,0.00113462,8.72023e-10,1.30113e+06,2.069e+09
17,2.000,0.00125247,9.72831e-10,1.28745e+06,2.069e+09
17,3.000,0.00173049,1.44534e-09,1.1973e+06,2.069e+09
17,4.000,0.00213926,1.92539e-09,1.11108e+06,2.069e+09
17,5.000,0.00246574,2.42297e-09,1.01765e+06,2.069e+09
17,6.000,0.00272245,2.90645e-09,936690,2.069e+09
17,8.000,0.00305885,3.73946e-09,817991,2.069e+09
17,10.000,0.00333794,4.71256e-09,708307,2.069e+09
17,20.000,0.00391151,9.40116e-09,416067,2.069e+09
17,26.000,0.00403788,1.23458e-08,327064,2.069e+09
17,30.000,0.00408514,1.42452e-08,286774,2.069e+09
17,40.000,0.00414725,1.89446e-08,218915,2.069e+09
17,50.000,0.00416937,2.36465e-08,176321,2.069e+09
18,0.600,0.00111299,2.91656e-10,3.81612e+06,2.069e+09
18,1.000,0.00148173,4.83329e-10,3.06568e+06,2.069e+09
18,1.400,0.00169709,6.7933e-10,2.49818e+06,2.069e+09
18,1.800,0.0017864,8.73627e-10,2.04481e+06,2.069e+09
18,2.000,0.00183266,9.64924e-10,1.89928e+06,2.069e+09
18,3.000,0.00202044,1.45347e-09,1.39008e+06,2.069e+09
18,4.000,0.00216022,1.93286e-09,1.11763e+06,2.069e+09
18,5.000,0.00227063,2.41558e-09,939996,2.069e+09
18,6.000,0.00236668,2.89906e-09,816360,2.069e+09
18,8.000,0.00252783,3.87075e-09,653059,2.069e+09
18,10.000,0.00264808,4.82984e-09,548275,2.069e+09
18,20.000,0.00320703,9.54675e-09,335929,2.069e+09
18,26.000,0.00343986,1.24453e-08,276399,2.069e+09
18,30.000,0.00357044,1.43759e-08,248362,2.069e+09
18,40.000,0.00381316,1.90792e-08,199860,2.069e+09
18,50.000,0.00398511,2.3946e-08,166421,2.069e+09
19,0.600,0.0124019,2.82744e-10,4.38625e+07,2.069e+09
19,1.000,0.0137488,4.78932e-10,2.87073e+07,2.069e+09
19,1.400,0.0140973,6.71587e-10,2.09911e+07,2.069e+09
19,1.800,0.0141608,8.6317e-10,1.64055e+07,2.069e+09
19,2.000,0.0141542,9.5922e-10,1.47559e+07,2.069e+09
19,3.000,0.0139243,1.44603e-09,9.62934e+06,2.069e+09
19,4.000,0.013696,1.92453e-09,7.11658e+06,2.069e+09
19,5.000,0.0135554,2.41286e-09,5.61799e+06,2.069e+09
19,6.000,0.0134699,2.89583e-09,4.65146e+06,2.069e+09
19,8.000,0.0133665,3.85847e-09,3.46418e+06,2.069e+09
19,10.000,0.0132945,4.82538e-09,2.75512e+06,2.069e+09
19,20.000,0.0131149,9.65872e-09,1.35784e+06,2.069e+09
19,26.000,0.0130868,1.25587e-08,1.04205e+06,2.069e+09
19,30.000,0.0130796,1.44912e-08,902584,2.069e+09
19,40.000,0.0130751,1.93244e-08,676611,2.069e+09
19,50.000,0.0130767,2.41594e-08,541270,2.069e+09
20,0.600,0.00845846,2.85361e-10,2.96413e+07,2.069e+09
20,1.000,0.0104581,4.78227e-10,2.18685e+07,2.069e+09
20,1.400,0.0114529,6.74054e-10,1.69911e+07,2.069e+09
20,1.800,0.0119691,8.66941e-10,1.38062e+07,2.069e+09
20,2.000,0.0121367,9.62645e-10,1.26077e+07,2.069e+09
20,3.000,0.0124977,1.4473e-09,8.63517e+06,2.069e+09
20,4.000,0.0125489,1.92671e-09,6.51313e+06,2.069e+09
20,5.000,0.0125047,2.41441e-09,5.1792e+06,2.069e+09
20,6.000,0.0124438,2.89822e-09,4.29359e+06,2.069e+09
20,8.000,0.0123239,3.86025e-09,3.19252e+06,2.069e+09
20,10.000,0.0122312,4.82971e-09,2.53249e+06,2.069e+09
20,20.000,0.0119495,9.66265e-09,1.23667e+06,2.069e+09
20,26.000,0.0118382,1.25594e-08,942579,2.069e+09
20,30.000,0.0117764,1.44942e-08,812489,2.069e+09
20,40.000,0.0116457,1.93283e-08,602519,2.069e+09
20,50.000,0.0115385,2.41613e-08,477559,2.069e+09
21,0.600,0.00637415,2.89563e-10,2.2013e+07,2.069e+09
21,1.000,0.00811558,4.81679e-10,1.68485e+07,2.069e+09
21,1.400,0.00902602,6.72854e-10,1.34145e+07,2.069e+09
21,1.800,0.00954192,8.64798e-10,1.10337e+07,2.069e+09
21,2.000,0.00971835,9.61446e-10,1.01081e+07,2.069e+09
21,3.000,0.0101507,1.44407e-09,7.02921e+06,2.069e+09
21,4.000,0.010274,1.93042e-09,5.32217e+06,2.069e+09
21,5.000,0.010291,2.41433e-09,4.26246e+06,2.069e+09
21,6.000,0.0102813,2.89469e-09,3.55178e+06,2.069e+09
21,8.000,0.0102364,3.86374e-09,2.64934e+06,2.069e+09
21,10.000,0.0101955,4.82741e-09,2.11201e+06,2.069e+09
21,20.000,0.0100242,9.66392e-09,1.03728e+06,2.069e+09
21,26.000,0.00994445,1.25629e-08,791572,2.069e+09
21,30.000,0.00989805,1.44932e-08,682943,2.069e+09
21,40.000,0.00979739,1.93294e-08,506866,2.069e+09
21,50.000,0.00971247,2.41589e-08,402025,2.069e+09
22,0.600,0.00839431,2.85774e-10,2.9374e+07,2.069e+09
22,1.000,0.0104006,4.80889e-10,2.16278e+07,2.069e+09
22,1.400,0.0113576,6.70924e-10,1.69282e+07,2.069e+09
22,1.800,0.011883,8.62952e-10,1.37702e+07,2.069e+09
22,2.000,0.0120615,9.60526e-10,1.25572e+07,2.069e+09
22,3.000,0.0124595,1.44684e-09,8.6115e+06,2.069e+09
22,4.000,0.0125487,1.92592e-09,6.51569e+06,2.069e+09
22,5.000,0.0125352,2.41185e-09,5.19735e+06,2.069e+09
22,6.000,0.0124968,2.89397e-09,4.31821e+06,2.069e+09
22,8.000,0.0123967,3.85938e-09,3.21209e+06,2.069e+09
22,10.000,0.0123005,4.82627e-09,2.54867e+06,2.069e+09
22,20.000,0.0119773,9.66241e-09,1.23957e+06,2.069e+09
22,26.000,0.0118434,1.25636e-08,942675,2.069e+09
22,30.000,0.0117643,1.44954e-08,811591,2.069e+09
22,40.000,0.0116086,1.93282e-08,600606,2.069e+09
22,50.000,0.0114792,2.41607e-08,475121,2.069e+09
23,0.600,0.0106153,2.85101e-10,3.72334e+07,2.069e+09
23,1.000,0.0123649,4.79983e-10,2.57611e+07,2.069e+09
23,1.400,0.0130344,6.72216e-10,1.93901e+07,2.069e+09
23,1.800,0.0133084,8.65999e-10,1.53677e+07,2.069e+09
23,2.000,0.0133742,9.63289e-10,1.38839e+07,2.069e+09
23,3.000,0.0133967,1.44311e-09,9.28319e+06,2.069e+09
23,4.000,0.0132982,1.92874e-09,6.89472e+06,2.069e+09
23,5.000,0.0131994,2.40964e-09,5.47774e+06,2.069e+09
23,6.000,0.0131237,2.89663e-09,4.53066e+06,2.069e+09
23,8.000,0.0130182,3.86265e-09,3.37028e+06,2.069e+09
23,10.000,0.0129529,4.82911e-09,2.68226e+06,2.069e+09
23,20.000,0.0127812,9.65809e-09,1.32337e+06,2.069e+09
23,26.000,0.012723,1.25592e-08,1.01304e+06,2.069e+09
23,30.000,0.0126937,1.44943e-08,875773,2.069e+09
23,40.000,0.01264,1.93242e-08,654103,2.069e+09
23,50.000,0.012598,2.41601e-08,521437,2.069e+09
24,0.600,0.00899618,2.86208e-10,3.14323e+07,2.069e+09
24,1.000,0.0108917,4.78346e-10,2.27696e+07,2.069e+09
24,1.400,0.0117581,6.71427e-10,1.75122e+07,2.069e+09
24,1.800,0.012176,8.63975e-10,1.4093e+07,2.069e+09
24,2.000,0.0123,9.5999e-10,1.28126e+07,2.069e+09
24,3.000,0.0125053,1.44513e-09,8.65342e+06,2.069e+09
24,4.000,0.0124834,1.92572e-09,6.48248e+06,2.069e+09
24,5.000,0.0124125,2.41002e-09,5.15039e+06,2.069e+09
24,6.000,0.0123463,2.89408e-09,4.26607e+06,2.069e+09
24,8.000,0.012238,3.86297e-09,3.16804e+06,2.069e+09
24,10.000,0.0121606,4.82806e-09,2.51873e+06,2.069e+09
24,20.000,0.011928,9.66116e-09,1.23464e+06,2.069e+09
24,26.000,0.0118327,1.25588e-08,942178,2.069e+09
24,30.000,0.0117774,1.44961e-08,812457,2.069e+09
24,40.000,0.0116627,1.93256e-08,603488,2.069e+09
24,50.000,0.0115627,2.41612e-08,478567,2.069e+09
25,0.600,0.00547668,2.8815e-10,1.90063e+07,2.069e+09
25,1.000,0.00721904,4.79445e-10,1.50571e+07,2.069e+09
25,1.400,0.00822374,6.73e-10,1.22195e+07,2.069e+09
25,1.800,0.00883835,8.65723e-10,1.02092e+07,2.069e+09
25,2.000,0.00907184,9.62802e-10,9.42233e+06,2.069e+09
25,3.000,0.00971148,1.44695e-09,6.71167e+06,2.069e+09
25,4.000,0.00998245,1.92866e-09,5.17584e+06,2.069e+09
25,5.000,0.0101037,2.41129e-09,4.19016e+06,2.069e+09
25,6.000,0.0101593,2.89753e-09,3.5062e+06,2.069e+09
25,8.000,0.0101813,3.86432e-09,2.6347e+06,2.069e+09
25,10.000,0.010165,4.82816e-09,2.10536e+06,2.069e+09
25,20.000,0.0099506,9.66579e-09,1.02947e+06,2.069e+09
25,26.000,0.00982821,1.25638e-08,782263,2.069e+09
25,30.000,0.00975549,1.4498e-08,672885,2.069e+09
25,40.000,0.00959725,1.93317e-08,496452,2.069e+09
25,50.000,0.00946854,2.41653e-08,391823,2.069e+09
26,0.600,0.00763201,2.90105e-10,2.63077e+07,2.069e+09
26,1.000,0.00908393,4.81641e-10,1.88604e+07,2.069e+09
26,1.400,0.0096942,6.75015e-10,1.43615e+07,2.069e+09
26,1.800,0.00995805,8.6569e-10,1.1503e+07,2.069e+09
26,2.000,0.0100342,9.64981e-10,1.03983e+07,2.069e+09
26,3.000,0.0101471,1.44688e-09,7.01307e+06,2.069e+09
26,4.000,0.0101403,1.93043e-09,5.25287e+06,2.069e+09
26,5.000,0.0101109,2.41365e-09,4.18904e+06,2.069e+09
26,6.000,0.0100935,2.89779e-09,3.48319e+06,2.069e+09
26,8.000,0.01006,3.86347e-09,2.60388e+06,2.069e+09
26,10.000,0.0100397,4.83073e-09,2.0783e+06,2.069e+09
26,20.000,0.0100005,9.66145e-09,1.03509e+06,2.069e+09
26,26.000,0.00998879,1.25611e-08,795217,2.069e+09
26,30.000,0.00998184,1.44967e-08,688560,2.069e+09
26,40.000,0.00996104,1.93271e-08,515392,2.069e+09
26,50.000,0.00994206,2.41653e-08,411419,2.069e+09
27,0.600,0.00184986,2.8883e-10,6.40467e+06,2.069e+09
27,1.000,0.00278495,4.84705e-10,5.74565e+06,2.069e+09
27,1.400,0.0034467,6.7469e-10,5.10857e+06,2.069e+09
27,1.800,0.00394115,8.71213e-10,4.52376e+06,2.069e+09
27,2.000,0.00412599,9.65058e-10,4.27538e+06,2.069e+09
27,3.000,0.00478918,1.44839e-09,3.30655e+06,2.069e+09
27,4.000,0.00517176,1.93462e-09,2.67327e+06,2.069e+09
27,5.000,0.0053936,2.41415e-09,2.23417e+06,2.069e+09
27,6.000,0.00554115,2.89998e-09,1.91076e+06,2.069e+09
27,8.000,0.00570896,3.86388e-09,1.47752e+06,2.069e+09
27,10.000,0.00578819,4.82971e-09,1.19846e+06,2.069e+09
27,20.000,0.00585071,9.66283e-09,605487,2.069e+09
27,26.000,0.00582821,1.25639e-08,463886,2.069e+09
27,30.000,0.00580849,1.44998e-08,400591,2.069e+09
27,40.000,0.00576401,1.93304e-08,298183,2.069e+09
27,50.000,0.00572363,2.41629e-08,236876,2.069e+09
28,0.600,0.00767124,2.85417e-10,2.68772e+07,2.069e+09
28,1.000,0.00967838,4.81141e-10,2.01155e+07,2.069e+09
28,1.400,0.010701,6.71522e-10,1.59354e+07,2.069e+09
28,1.800,0.0112918,8.66601e-10,1.303e+07,2.069e+09
28,2.000,0.0114963,9.63931e-10,1.19265e+07,2.069e+09
28,3.000,0.0119928,1.44732e-09,8.28624e+06,2.069e+09
28,4.000,0.0121491,1.93099e-09,6.29162e+06,2.069e+09
28,5.000,0.0121711,2.41358e-09,5.04278e+06,2.069e+09
28,6.000,0.0121301,2.89602e-09,4.18855e+06,2.069e+09
28,8.000,0.012039,3.86563e-09,3.11438e+06,2.069e+09
28,10.000,0.0119238,4.82725e-09,2.4701e+06,2.069e+09
28,20.000,0.011481,9.66218e-09,1.18825e+06,2.069e+09
28,26.000,0.0112892,1.256e-08,898820,2.069e+09
28,30.000,0.0111822,1.4496e-08,771399,2.069e+09
28,40.000,0.0109521,1.93333e-08,566491,2.069e+09
28,50.000,0.0107648,2.41635e-08,445501,2.069e+09
29,0.600,0.0066483,2.9163e-10,2.27971e+07,2.069e+09
29,1.000,0.00860495,4.81612e-10,1.7867e+07,2.069e+09
29,1.400,0.0097178,6.74433e-10,1.44088e+07,2.069e+09
29,1.800,0.0103868,8.68711e-10,1.19565e+07,2.069e+09
29,2.000,0.0106225,9.65717e-10,1.09996e+07,2.069e+09
29,3.000,0.0112453,1.44216e-09,7.79755e+06,2.069e+09
29,4.000,0.0114736,1.93129e-09,5.9409e+06,2.069e+09
29,5.000,0.0115366,2.41338e-09,4.78025e+06,2.069e+09
29,6.000,0.0115374,2.89878e-09,3.9801e+06,2.069e+09
29,8.000,0.011476,3.86465e-09,2.96948e+06,2.069e+09
29,10.000,0.0114034,4.83277e-09,2.3596e+06,2.069e+09
29,20.000,0.0111471,9.66326e-09,1.15355e+06,2.069e+09
29,26.000,0.0110465,1.25647e-08,879170,2.069e+09
29,30.000,0.0109877,1.44954e-08,758016,2.069e+09
29,40.000,0.0108653,1.93251e-08,562236,2.069e+09
29,50.000,0.0107619,2.41626e-08,445394,2.069e+09
30,0.600,0.00549706,2.90606e-10,1.89159e+07,2.069e+09
30,1.000,0.00726495,4.8253e-10,1.50559e+07,2.069e+09
30,1.400,0.00829898,6.72867e-10,1.23338e+07,2.069e+09
30,1.800,0.0089594,8.65061e-10,1.0357e+07,2.069e+09
30,2.000,0.00920876,9.62055e-10,9.57197e+06,2.069e+09
30,3.000,0.00993791,1.44752e-09,6.86547e+06,2.069e+09
30,4.000,0.0102766,1.93093e-09,5.32208e+06,2.069e+09
30,5.000,0.0104399,2.41107e-09,4.32998e+06,2.069e+09
30,6.000,0.0105275,2.89458e-09,3.63696e+06,2.069e+09
30,8.000,0.0105894,3.86428e-09,2.74033e+06,2.069e+09
30,10.000,0.0105895,4.82801e-09,2.19335e+06,2.069e+09
30,20.000,0.010402,9.66061e-09,1.07674e+06,2.069e+09
30,26.000,0.0102822,1.25625e-08,818482,2.069e+09
30,30.000,0.0102076,1.4496e-08,704162,2.069e+09
30,40.000,0.0100465,1.93287e-08,519771,2.069e+09
30,50.000,0.00991305,2.41613e-08,410286,2.069e+09
31,0.600,0.00817003,2.88705e-10,2.82989e+07,2.069e+09
31,1.000,0.00815766,4.81548e-10,1.69405e+07,2.069e+09
31,1.400,0.00802791,6.7163e-10,1.19529e+07,2.069e+09
31,1.800,0.00793648,8.66338e-10,9.16095e+06,2.069e+09
31,2.000,0.00788341,9.65982e-10,8.16103e+06,2.069e+09
31,3.000,0.00774635,1.44786e-09,5.35022e+06,2.069e+09
31,4.000,0.00765808,1.93247e-09,3.96285e+06,2.069e+09
31,5.000,0.00759832,2.41513e-09,3.14613e+06,2.069e+09
31,6.000,0.00751404,2.89711e-09,2.59363e+06,2.069e+09
31,8.000,0.00751047,3.86252e-09,1.94445e+06,2.069e+09
31,10.000,0.00748368,4.82844e-09,1.54992e+06,2.069e+09
31,20.000,0.0074736,9.66588e-09,773194,2.069e+09
31,26.000,0.00749495,1.2566e-08,596447,2.069e+09
31,30.000,0.00751508,1.4498e-08,518353,2.069e+09
31,40.000,0.00756805,1.93317e-08,391483,2.069e+09
31,50.000,0.00762159,2.41641e-08,315410,2.069e+09
32,0.600,0.0081414,2.84881e-10,2.85783e+07,2.069e+09
32,1.000,0.00818088,4.82677e-10,1.6949e+07,2.069e+09
32,1.400,0.00810775,6.72181e-10,1.20619e+07,2.069e+09
32,1.800,0.00802701,8.66362e-10,9.26519e+06,2.069e+09
32,2.000,0.00799126,9.62928e-10,8.29892e+06,2.069e+09
32,3.000,0.00784283,1.44777e-09,5.41718e+06,2.069e+09
32,4.000,0.00773681,1.93403e-09,4.00035e+06,2.069e+09
32,5.000,0.00766231,2.41579e-09,3.17176e+06,2.069e+09
32,6.000,0.00760349,2.89531e-09,2.62614e+06,2.069e+09
32,8.000,0.00751777,3.86467e-09,1.94525e+06,2.069e+09
32,10.000,0.00745629,4.83113e-09,1.54338e+06,2.069e+09
32,20.000,0.00729852,9.66557e-09,755104,2.069e+09
32,26.000,0.00725245,1.25649e-08,577199,2.069e+09
32,30.000,0.00723044,1.44948e-08,498830,2.069e+09
32,40.000,0.00719409,1.93296e-08,372181,2.069e+09
32,50.000,0.00717297,2.41655e-08,296826,2.069e+09
33,0.600,0.0113749,2.86851e-10,3.96544e+07,2.069e+09
33,1.000,0.0111066,4.80992e-10,2.3091e+07,2.069e+09
33,1.400,0.0108716,6.73958e-10,1.6131e+07,2.069e+09
33,1.800,0.0106964,8.64787e-10,1.23689e+07,2.069e+09
33,2.000,0.0106249,9.60089e-10,1.10666e+07,2.069e+09
33,3.000,0.0103783,1.44492e-09,7.1826e+06,2.069e+09
33,4.000,0.0102215,1.93072e-09,5.29413e+06,2.069e+09
33,5.000,0.0101219,2.41392e-09,4.19315e+06,2.069e+09
33,6.000,0.0100512,2.89535e-09,3.4715e+06,2.069e+09
33,8.000,0.00995816,3.86203e-09,2.57848e+06,2.069e+09
33,10.000,0.00990088,4.83145e-09,2.04926e+06,2.069e+09
33,20.000,0.00980819,9.66178e-09,1.01515e+06,2.069e+09
33,26.000,0.00980838,1.2561e-08,780858,2.069e+09
33,30.000,0.00981621,1.44975e-08,677096,2.069e+09
33,40.000,0.00985049,1.9328e-08,509649,2.069e+09
33,50.000,0.00989451,2.41611e-08,409523,2.069e+09
34,0.600,0.00281536,2.88528e-10,9.75765e+06,2.069e+09
34,1.000,0.00393986,4.80682e-10,8.19641e+06,2.069e+09
34,1.400,0.00466558,6.73772e-10,6.92456e+06,2.069e+09
34,1.800,0.00515176,8.66282e-10,5.94697e+06,2.069e+09
34,2.000,0.00534135,9.63378e-10,5.54439e+06,2.069e+09
34,3.000,0.00592962,1.44579e-09,4.10131e+06,2.069e+09
34,4.000,0.00623168,1.93273e-09,3.22429e+06,2.069e+09
34,5.000,0.00641217,2.41639e-09,2.65361e+06,2.069e+09
34,6.000,0.00651607,2.8989e-09,2.24778e+06,2.069e+09
34,8.000,0.00662681,3.86629e-09,1.714e+06,2.069e+09
34,10.000,0.00667096,4.83264e-09,1.3804e+06,2.069e+09
34,20.000,0.00665734,9.66243e-09,688992,2.069e+09
34,26.000,0.0066147,1.25676e-08,526329,2.069e+09
34,30.000,0.00658692,1.44955e-08,454413,2.069e+09
34,40.000,0.00652505,1.93326e-08,337515,2.069e+09
34,50.000,0.0064733,2.41655e-08,267874,2.069e+09
35,0.600,0.00411651,2.876e-10,1.43133e+07,2.069e+09
35,1.000,0.00540016,4.80116e-10,1.12476e+07,2.069e+09
35,1.400,0.00613648,6.73085e-10,9.11695e+06,2.069e+09
35,1.800,0.00659794,8.67599e-10,7.60483e+06,2.069e+09
35,2.000,0.00676223,9.62242e-10,7.02758e+06,2.069e+09
35,3.000,0.00726459,1.449e-09,5.01351e+06,2.069e+09
35,4.000,0.00749827,1.93202e-09,3.88106e+06,2.069e+09
35,5.000,0.00761868,2.41199e-09,3.15867e+06,2.069e+09
35,6.000,0.00768321,2.89645e-09,2.65263e+06,2.069e+09
35,8.000,0.00773527,3.86484e-09,2.00145e+06,2.069e+09
35,10.000,0.00774036,4.82962e-09,1.60268e+06,2.069e+09
35,20.000,0.00763266,9.66425e-09,789784,2.069e+09
35,26.000,0.00756415,1.25653e-08,601987,2.069e+09
35,30.000,0.0075244,1.44981e-08,518991,2.069e+09
35,40.000,0.00744135,1.93306e-08,384952,2.069e+09
35,50.000,0.00737621,2.41665e-08,305225,2.069e+09
36,0.600,0.00867445,2.85764e-10,3.03553e+07,2.069e+09
36,1.000,0.00862179,4.80884e-10,1.7929e+07,2.069e+09
36,1.400,0.00851643,6.70823e-10,1.26955e+07,2.069e+09
36,1.800,0.00842088,8.67617e-10,9.70576e+06,2.069e+09
36,2.000,0.00838269,9.64972e-10,8.68698e+06,2.069e+09
36,3.000,0.00823489,1.44551e-09,5.69688e+06,2.069e+09
36,4.000,0.00813706,1.93169e-09,4.2124e+06,2.069e+09
36,5.000,0.00807349,2.41225e-09,3.34688e+06,2.069e+09
36,6.000,0.00802486,2.89814e-09,2.76897e+06,2.069e+09
36,8.000,0.00796137,3.86562e-09,2.05954e+06,2.069e+09
36,10.000,0.00792019,4.82872e-09,1.64023e+06,2.069e+09
36,20.000,0.00784854,9.66307e-09,812221,2.069e+09
36,26.000,0.00784277,1.25623e-08,624309,2.069e+09
36,30.000,0.00784404,1.44973e-08,541068,2.069e+09
36,40.000,0.00785854,1.93317e-08,406511,2.069e+09
36,50.000,0.00788093,2.41607e-08,326188,2.069e+09
37,0.600,0.0285115,2.78042e-10,1.02544e+08,2.069e+09
37,1.000,0.0282529,4.69046e-10,6.02348e+07,2.069e+09
37,1.400,0.0278855,6.68335e-10,4.17239e+07,2.069e+09
37,1.800,0.0276418,8.58825e-10,3.21856e+07,2.069e+09
37,2.000,0.0275397,9.56341e-10,2.87969e+07,2.069e+09
37,3.000,0.0271635,1.43953e-09,1.88697e+07,2.069e+09
37,4.000,0.0268778,1.91986e-09,1.39999e+07,2.069e+09
37,5.000,0.0266342,2.4035e-09,1.10814e+07,2.069e+09
37,6.000,0.0264193,2.88922e-09,9.14407e+06,2.069e+09
37,8.000,0.0260543,3.85802e-09,6.75328e+06,2.069e+09
37,10.000,0.0257588,4.82326e-09,5.34054e+06,2.069e+09
37,20.000,0.0248238,9.65726e-09,2.57048e+06,2.069e+09
37,26.000,0.0244912,1.25584e-08,1.95018e+06,2.069e+09
37,30.000,0.0243105,1.44884e-08,1.67794e+06,2.069e+09
37,40.000,0.0239562,1.93218e-08,1.23986e+06,2.069e+09
37,50.000,0.0236903,2.41515e-08,980906,2.069e+09
38,0.600,0.00890088,2.84968e-10,3.12346e+07,2.069e+09
38,1.000,0.00876514,4.80998e-10,1.82228e+07,2.069e+09
38,1.400,0.00862797,6.75419e-10,1.27742e+07,2.069e+09
38,1.800,0.00852687,8.65178e-10,9.85562e+06,2.069e+09
38,2.000,0.00848049,9.65249e-10,8.78581e+06,2.069e+09
38,3.000,0.00832527,1.44803e-09,5.74938e+06,2.069e+09
38,4.000,0.00822775,1.93241e-09,4.25777e+06,2.069e+09
38,5.000,0.00816489,2.41542e-09,3.38032e+06,2.069e+09
38,6.000,0.00811926,2.89569e-09,2.80391e+06,2.069e+09
38,8.000,0.00806209,3.86566e-09,2.08556e+06,2.069e+09
38,10.000,0.00802926,4.83256e-09,1.66149e+06,2.069e+09
38,20.000,0.00800129,9.6624e-09,828086,2.069e+09
38,26.000,0.00802357,1.2561e-08,638768,2.069e+09
