# Load-curve quantities extracted from the Excel (run 205, 25 mK), one row per (channel, bias). Units: V in V, I in A, R in Ohm.
channel,bias_V,V_bol_V,I_bol_A,R_bol_Ohm,R_load_Ohm
90,30.000,0.010436,1.42522e-08,732237,2.069e+09
90,40.000,0.0102514,1.89483e-08,541021,2.069e+09
90,50.000,0.0100648,2.37626e-08,423555,2.069e+09
91,0.600,0.00601066,2.86824e-10,2.09559e+07,2.069e+09
91,1.000,0.00619901,4.82615e-10,1.28446e+07,2.069e+09
91,1.400,0.00618857,6.75747e-10,9.15811e+06,2.069e+09
91,1.800,0.00614934,8.66665e-10,7.0954e+06,2.069e+09
91,2.000,0.00613184,9.63726e-10,6.36264e+06,2.069e+09
91,3.000,0.00604217,1.44985e-09,4.16745e+06,2.069e+09
91,4.000,0.00598179,1.92982e-09,3.09966e+06,2.069e+09
91,5.000,0.00593604,2.41599e-09,2.45699e+06,2.069e+09
91,6.000,0.0058339,2.8969e-09,2.01385e+06,2.069e+09
91,8.000,0.0058503,3.86658e-09,1.51304e+06,2.069e+09
91,10.000,0.00581901,4.83005e-09,1.20475e+06,2.069e+09
91,20.000,0.00577299,9.54037e-09,605112,2.069e+09
91,26.000,0.00577525,1.2441e-08,464210,2.069e+09
91,30.000,0.00577679,1.43728e-08,401926,2.069e+09
91,40.000,0.00577418,1.91959e-08,300802,2.069e+09
91,50.000,0.00576044,2.38868e-08,241156,2.069e+09
92,0.600,0.00235096,2.9116e-10,8.07448e+06,2.069e+09
92,1.000,0.00286179,4.84687e-10,5.90439e+06,2.069e+09
92,1.400,0.00309937,6.77545e-10,4.57441e+06,2.069e+09
92,1.800,0.00321885,8.68207e-10,3.70746e+06,2.069e+09
92,2.000,0.00326184,9.68274e-10,3.36872e+06,2.069e+09
92,3.000,0.00332338,1.44731e-09,2.29625e+06,2.069e+09
92,4.000,0.00332181,1.93056e-09,1.72064e+06,2.069e+09
92,5.000,0.00330451,2.41762e-09,1.36684e+06,2.069e+09
92,6.000,0.00328299,2.89989e-09,1.13211e+06,2.069e+09
92,8.000,0.00324464,3.86511e-09,839470,2.069e+09
92,10.000,0.00321069,4.70738e-09,682055,2.069e+09
92,20.000,0.00308044,9.53852e-09,322947,2.069e+09
92,26.000,0.00303555,1.244e-08,244015,2.069e+09
92,30.000,0.00300456,1.42437e-08,210940,2.069e+09
92,40.000,0.00292832,1.90677e-08,153575,2.069e+09
92,50.000,0.00285516,2.37889e-08,120021,2.069e+09
93,0.600,0.0124546,2.84299e-10,4.38079e+07,2.069e+09
93,1.000,0.012089,4.7986e-10,2.51928e+07,2.069e+09
93,1.400,0.0117711,6.70212e-10,1.75632e+07,2.069e+09
93,1.800,0.011525,8.64154e-10,1.33367e+07,2.069e+09
93,2.000,0.011419,9.64123e-10,1.18439e+07,2.069e+09
93,3.000,0.011057,1.44817e-09,7.63512e+06,2.069e+09
93,4.000,0.0108359,1.9279e-09,5.62056e+06,2.069e+09
93,5.000,0.0106812,2.41227e-09,4.42785e+06,2.069e+09
93,6.000,0.0105691,2.89753e-09,3.64764e+06,2.069e+09
93,8.000,0.010417,3.86324e-09,2.69645e+06,2.069e+09
93,10.000,0.0103194,4.8278e-09,2.13749e+06,2.069e+09
93,20.000,0.0101302,9.66206e-09,1.04845e+06,2.069e+09
93,26.000,0.0101013,1.25599e-08,804252,2.069e+09
93,30.000,0.0100872,1.44916e-08,696071,2.069e+09
93,40.000,0.0100638,1.93209e-08,520878,2.069e+09
93,50.000,0.0100422,2.41352e-08,416082,2.069e+09
94,0.600,0.0262915,2.76655e-10,9.50337e+07,2.069e+09
94,1.000,0.0267488,4.6986e-10,5.69292e+07,2.069e+09
94,1.400,0.0257884,6.64646e-10,3.88002e+07,2.069e+09
94,1.800,0.02511,8.57356e-10,2.92877e+07,2.069e+09
94,2.000,0.0248411,9.56839e-10,2.59616e+07,2.069e+09
94,3.000,0.0239543,1.43879e-09,1.66488e+07,2.069e+09
94,4.000,0.0233894,1.92469e-09,1.21523e+07,2.069e+09
94,5.000,0.0230023,2.40461e-09,9.56592e+06,2.069e+09
94,6.000,0.022772,2.76499e-09,8.23581e+06,2.069e+09
94,8.000,0.0223274,3.73085e-09,5.98453e+06,2.069e+09
94,10.000,0.0220287,4.69816e-09,4.68878e+06,2.069e+09
94,20.000,0.0213322,9.40366e-09,2.2685e+06,2.069e+09
94,26.000,0.021139,1.23047e-08,1.71796e+06,2.069e+09
94,30.000,0.0210514,1.4108e-08,1.49216e+06,2.069e+09
94,40.000,0.0208813,1.89332e-08,1.10289e+06,2.069e+09
94,50.000,0.0207552,2.36498e-08,877608,2.069e+09
95,0.600,0.0285553,2.76223e-10,1.03378e+08,2.069e+09
95,1.000,0.0284722,4.69641e-10,6.06254e+07,2.069e+09
95,1.400,0.0279654,6.62738e-10,4.21968e+07,2.069e+09
95,1.800,0.02751,8.57129e-10,3.20955e+07,2.069e+09
95,2.000,0.027329,9.56482e-10,2.85724e+07,2.069e+09
95,3.000,0.0267214,1.4371e-09,1.85939e+07,2.069e+09
95,4.000,0.0263337,1.92306e-09,1.36937e+07,2.069e+09
95,5.000,0.0260652,2.40354e-09,1.08445e+07,2.069e+09
95,6.000,0.0258594,2.89042e-09,8.9466e+06,2.069e+09
95,8.000,0.0255647,3.85674e-09,6.62858e+06,2.069e+09
95,10.000,0.0253598,4.82329e-09,5.25778e+06,2.069e+09
95,20.000,0.0248337,9.52894e-09,2.60613e+06,2.069e+09
95,26.000,0.0245804,1.24304e-08,1.97745e+06,2.069e+09
95,30.000,0.0244296,1.43621e-08,1.70098e+06,2.069e+09
95,40.000,0.0241487,1.90568e-08,1.2672e+06,2.069e+09
95,50.000,0.0239277,2.39063e-08,1.00089e+06,2.069e+09
96,0.600,0.00610755,2.87256e-10,2.12617e+07,2.069e+09
96,1.000,0.00652176,4.79806e-10,1.35925e+07,2.069e+09
96,1.400,0.00660984,6.73567e-10,9.81318e+06,2.069e+09
96,1.800,0.00662113,8.70604e-10,7.60521e+06,2.069e+09
96,2.000,0.00661522,9.65725e-10,6.85e+06,2.069e+09
96,3.000,0.00654514,1.44965e-09,4.51498e+06,2.069e+09
96,4.000,0.00647918,1.93072e-09,3.35584e+06,2.069e+09
96,5.000,0.0064233,2.41329e-09,2.66163e+06,2.069e+09
96,6.000,0.00637629,2.89993e-09,2.19877e+06,2.069e+09
96,8.000,0.00630734,3.86631e-09,1.63136e+06,2.069e+09
96,10.000,0.00626047,4.82898e-09,1.29644e+06,2.069e+09
96,20.000,0.00615651,9.53992e-09,645342,2.069e+09
96,26.000,0.00613632,1.24367e-08,493403,2.069e+09
96,30.000,0.00612824,1.43713e-08,426422,2.069e+09
96,40.000,0.00610602,1.90702e-08,320186,2.069e+09
96,50.000,0.00607602,2.3914e-08,254078,2.069e+09
