channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,template,BI,J_final
83,3,1.0,0.003472437,6.846852193120867e-05,50.715816497802734,653.3468436671734,33135.01863284298,sim,0.0001204816079372285,0.45366278290748596
83,9,2.0,0.0031705730000000003,4.710400025942363e-05,67.31005859375,685.5284513028901,46142.960224880226,sim,9.69807801744823e-05,0.36517250537872314
83,11,3.0,0.002789885,3.670408113976009e-05,76.01020812988281,720.5407461673099,54768.452082238284,sim,8.913692130696448e-05,0.3356371521949768
83,15,5.0,0.002248808,2.803499774017837e-05,80.21431732177734,828.2632262961795,66438.56926008081,sim,7.71216281341085e-05,0.2903946340084076
83,13,4.0,0.002496163,3.1909297831589356e-05,78.22682189941406,782.199614215587,61188.98991103311,sim,8.1217769334405e-05,0.3058182895183563
31,3,1.0,0.004304359,0.0001973787002498284,21.8076171875,1817.4696618542264,39634.682635612044,sim,0.00010066531431836216,0.3790462911128998
31,1,0.6,0.004763267,0.0002197276771767065,21.67804718017578,1627.5074835325233,35281.1840141072,sim,0.00011347594582186319,0.4272835850715637
31,17,6.0,0.002113314,0.00010050203127320856,21.027576446533203,2515.7769086761145,52900.69126960998,sim,6.764363266208773e-05,0.25470608472824097
31,11,3.0,0.002915397,0.00013994789333082736,20.83201789855957,2262.745576965849,47137.55635923907,sim,7.789854090514701e-05,0.29332002997398376
31,13,4.0,0.002568738,0.00011792112491093576,21.78352928161621,2299.0281094755833,50080.946142020126,sim,7.226888343508894e-05,0.2721220552921295
31,9,2.0,0.0034196770000000003,0.00017087078595068306,20.013233184814453,2193.577749200529,43900.583003770626,sim,8.571178548376532e-05,0.3227401077747345
31,19,8.0,0.001809979,8.163048914866522e-05,22.17283058166504,2547.3724181276007,56482.45705554968,sim,6.424076501412611e-05,0.24189288914203644
31,15,5.0,0.002313303,0.00010728743654908612,21.56173324584961,2393.480005199301,51607.57740138207,sim,6.952385496216045e-05,0.2617858946323395
83,17,6.0,0.002058808,2.6265242922818288e-05,78.38526153564453,891.6952895132691,69895.76847859987,sim,7.369352427617891e-05,0.2774864137172699
83,19,8.0,0.001788618,2.179928014811594e-05,82.04940795898438,932.3296537475851,76497.09611259426,sim,6.985612447154276e-05,0.2630370259284973
83,21,10.0,0.001586739,1.9416142094996758e-05,81.72267150878906,978.0690065432981,79930.4121346656,sim,6.680052875918089e-05,0.2515314519405365
83,23,20.0,0.001055093,1.4548999388352968e-05,72.51997375488281,1179.4867754934403,85536.35000301564,sim,5.9627865222983134e-05,0.2245234251022339
71,1,0.6,0.004321273,0.00015259740757755935,28.31812858581543,1016.359865301713,28781.409355075957,sim,0.00013220480691881334,0.4978054463863373
31,29,40.0,0.000618823,2.7762678655562922e-05,22.289743423461914,2974.016345959441,66290.06128861768,sim,5.408168867644309e-05,0.20363979041576385
83,25,26.0,0.0008937270000000001,1.3770743862551171e-05,64.9004135131836,1288.5039590104855,83624.43975315467,sim,5.8014069549832775e-05,0.21844682097434998
