channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,template,BI,J_final
34,5,1.4,0.0023085469999999998,2.8540513085317798e-05,80.88667297363281,312.3817747025303,25267.522453286612,fit,0.00015444031794479928,0.581531286239624
34,7,1.8,0.0024120219999999998,2.6728033844847232e-05,90.24315643310547,336.6282616811992,30378.396878700823,fit,0.0001405865132532823,0.5293660163879395
34,1,0.6,0.001562028,3.867361738230102e-05,40.3900146484375,304.91916198862657,12315.689419309914,fit,0.00020156621936148728,0.7589796781539917
34,3,1.0,0.002058465,3.365472730365582e-05,61.164215087890625,312.1752089683771,19093.95162644902,fit,0.0001762225902805497,0.6635504961013794
34,11,3.0,0.0024210790000000005,2.6656431145966053e-05,90.8253173828125,444.95508687191483,40413.18698623857,fit,0.00011569330520827614,0.4356328547000885
34,9,2.0,0.002440126,2.5073753931792453e-05,97.31793212890625,339.52422119460607,33041.795114336426,fit,0.00013190994256179377,0.4966951608657837
34,13,4.0,0.002317061,1.9397790310904384e-05,119.4497299194336,430.0783142167464,51372.73847739565,fit,0.00010454744042769613,0.39366409182548523
34,15,5.0,0.002204652,1.7790389392757788e-05,123.92375946044922,467.78970960611514,57970.2594513016,fit,9.654759748426522e-05,0.3635413944721222
34,23,20.0,0.0011531739999999999,9.11727602215251e-06,126.48229217529297,720.6679495995661,91151.73416262162,fit,7.194642031245599e-05,0.27090784907341003
34,21,10.0,0.001688306,1.254752351087518e-05,134.55291748046875,587.6619411353671,79071.62867199913,fit,8.2087142323366e-05,0.30909183621406555
34,19,8.0,0.0018584769999999999,1.242938651557779e-05,149.5228271484375,498.17316400916076,74488.25989213194,fit,8.53932559964951e-05,0.3215407133102417
34,17,6.0,0.002072425,1.469089875172358e-05,141.06863403320312,459.2899244609471,64791.40226891885,fit,9.149938197527891e-05,0.3445327877998352
34,29,40.0,0.000737938,8.190904736693483e-06,90.09236145019531,935.7561510175257,84304.48138671447,fit,6.691560144436966e-05,0.2519647479057312
34,25,26.0,0.000980923,8.477055416733492e-06,115.71505737304688,784.5283297908526,90781.74069252914,fit,6.95500844744182e-05,0.2618846595287323
34,27,30.0,0.0008928300000000001,8.886213436198886e-06,100.47362518310547,888.5530048539658,89276.14156501945,fit,6.704438249263338e-05,0.2524496614933014
