channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,lambda_wiener,template,use_R,beta_R,n_events,s1,s2,s_penalty,BI,J_final
31,1,0.6,0.004763267,0.00020627418416552246,23.091920852661133,1875.4538733029476,43307.83240512843,27.05620002746582,sim,0,,37,0.04574889080731492,0.04552129821363505,wna:1.0,8.450434146686892e-05,0.31819358468055725
31,5,1.4,0.003880032,0.00016497836622875184,23.518430709838867,3203.707922017847,75346.1827785386,3.3773772716522217,sim,0,,36,0.048069797632079726,0.04575434675026077,wna:1.0,4.810016079564292e-05,0.18111687898635864
31,3,1.0,0.004304359,0.00017117438255809247,25.146047592163086,2911.9364550243413,73223.69268339674,4.367734432220459,sim,0,,36,0.04458168733874063,0.042849590805685324,wna:1.0,4.997187868686804e-05,0.18816466629505157
31,7,1.8,0.003555786,0.0001781761966412887,19.956571578979492,2574.2851440881127,51373.905742697956,28.298046112060547,sim,0,,39,0.05348362967710808,0.05398534857887447,wna:1.0,6.143588117413385e-05,0.23133134841918945
31,11,3.0,0.002915397,0.00014153348456602544,20.5986385345459,2453.6012239510533,50540.844720087145,20.68414878845215,sim,0,,38,0.05161163261106477,0.05170845126650605,wna:1.0,6.406265522864255e-05,0.24122223258018494
31,9,2.0,0.0034196770000000003,0.00017323587962891906,19.74000358581543,2587.720164560134,51081.60532750394,92.52484893798828,sim,0,,38,0.05407279304472384,0.05455152024384765,wna:1.0,6.242440690669306e-05,0.23505355417728424
31,21,10.0,0.001585504,7.007129170233384e-05,22.627012252807617,2625.445300580596,59405.98298531332,8.493896484375,sim,0,,37,0.04809621150284065,0.047184700693060626,wna:1.0,5.974020335884026e-05,0.22494642436504364
34,7,1.8,0.0024120219999999998,2.6726826035883278e-05,90.24723052978516,359.8214649700173,32472.890698714167,3.758821487426758,sim,0,,39,0.04038217276542787,0.035316881144548416,wna:1.0,0.000126968489240751,0.4780885577201843
34,5,1.4,0.0023085469999999998,2.8548822228913195e-05,80.86312866210938,342.56568425710526,27700.93300130584,2.1723532676696777,sim,0,,36,0.05121881909110332,0.046429800762132475,wna:1.0,0.00013908099940185744,0.5236971378326416
34,9,2.0,0.002440126,2.5070436095120385e-05,97.330810546875,358.96006406109365,34937.87398902442,4.258983612060547,sim,0,,38,0.037036263024879466,0.03206422254851521,wna:1.0,0.00011953575462933366,0.45010125637054443
34,27,30.0,0.0008928300000000001,8.883249392965809e-06,100.50714874267578,895.49960000154,90004.11149636144,7.403385162353516,sim,0,,38,0.03132624371303071,0.02272695793076566,wna:1.0,6.0019906994456756e-05,0.2259996235370636
34,21,10.0,0.001688306,1.2534756933746394e-05,134.68997192382812,593.3906526124166,79923.77034022844,5.757753849029541,sim,0,,37,0.028509187032884308,0.021811691404252424,wna:1.0,7.307168538373613e-05,0.27514493465423584
34,19,8.0,0.0018584769999999999,1.242433881998295e-05,149.5835723876953,503.8300030312146,75364.69172951243,6.4568095207214355,sim,0,,38,0.02686620534734686,0.020943370785264127,wna:1.0,7.63553765438217e-05,0.28750938177108765
71,11,3.0,0.004643936,0.0001293890381930396,35.89126205444336,1541.9065207720046,55340.97100048303,1.131072759628296,sim,0,,38,0.039992965753907206,0.03343715968875382,wna:1.0,7.924329016605296e-05,0.29838356375694275
71,13,4.0,0.004298046000000001,0.00010434749128762633,41.18974304199219,1613.3019643134921,66451.49335921399,0.6894856095314026,sim,0,,39,0.039759062021909895,0.03028593347400564,wna:1.0,6.892803188347484e-05,0.2595423758029938
71,19,8.0,0.0033632650000000003,8.565602911403403e-05,39.26477813720703,1973.3969708761003,77484.99423808648,0.6828944087028503,sim,0,,38,0.041667389905487226,0.030525739160363018,wna:1.0,6.28584048171161e-05,0.23668773472309113
31,15,5.0,0.002313303,0.00010822822514455765,21.374305725097656,2363.7255991321495,50522.99360609019,14.87041187286377,sim,0,,38,0.0497278857604449,0.0495221992226725,wna:1.0,6.79109774010867e-05,0.25571274757385254
31,13,4.0,0.002568738,0.00011955425725318491,21.4859619140625,2247.8952759608396,48298.19228609561,10.323812484741211,sim,0,,39,0.04984426624283651,0.04921648479769661,wna:1.0,7.152923335074613e-05,0.2693369686603546
31,17,6.0,0.002113314,0.00010046197712654248,21.035959243774414,2543.3051832279393,53500.86417886315,11.812797546386719,sim,0,,37,0.05118056174230796,0.05075829196319256,wna:1.0,6.463199552277341e-05,0.2433660328388214
31,19,8.0,0.001809979,8.100771810859442e-05,22.343290328979492,2634.4638528540913,58862.59072552087,8.122631072998047,sim,0,,38,0.04886425265024555,0.04793835914675382,wna:1.0,5.975221400604942e-05,0.22499164938926697
71,21,10.0,0.0030173459999999997,8.227594662457705e-05,36.67348861694336,2248.1811955619655,82448.64748426786,0.7239424586296082,sim,0,,37,0.043417418949849844,0.03155366873486226,wna:1.0,5.698036241391707e-05,0.21455448865890503
31,25,26.0,0.0008496350000000001,3.718493098858744e-05,22.848905563354492,2890.633885651298,66047.82067147896,14.821149826049805,sim,0,,38,0.04816973282999595,0.04738936778873099,wna:1.0,5.322945905608507e-05,0.20043079555034637
31,23,20.0,0.00101821,4.28230814577546e-05,23.777130126953125,2896.885752594817,68879.6295023635,11.736053466796875,sim,0,,37,0.046553583762244284,0.045362529440652284,wna:1.0,5.165802317460747e-05,0.1945136934518814
31,29,40.0,0.000618823,2.780384420475457e-05,22.256742477416992,2974.4075503358094,66200.62287070883,28.699535369873047,sim,0,,38,0.04894301117926038,0.0488614150004724,wna:1.0,5.1529000726185666e-05,0.1940278708934784
31,27,30.0,0.0007646230000000001,3.413734884816222e-05,22.39842987060547,2872.730270347396,64344.64749754164,15.12331771850586,sim,0,,38,0.049194291599653064,0.0483165188289961,wna:1.0,5.396940990128057e-05,0.203217014670372
34,1,0.6,0.001562028,3.870498403557576e-05,40.35728454589844,416.91902961302264,16825.719910692613,2.2150321006774902,sim,0,,37,0.0828530388108476,0.08009464970601307,wna:1.0,0.00017616026946596985,0.6633158326148987
34,3,1.0,0.002058465,3.3670330594759434e-05,61.13587188720703,362.6206545598688,22169.129880827295,0.9816536903381348,sim,0,,36,0.07364613436527133,0.07066694440006063,wna:1.0,0.00015547542599310776,0.5854288935661316
71,23,20.0,0.002002852,4.8110690840985626e-05,41.63008117675781,2537.1010245204257,105619.72160442073,1.136312484741211,sim,0,,37,0.040913690299530125,0.0284499196804229,wna:1.0,4.5108092898651265e-05,0.16985051333904266
71,25,26.0,0.001679975,4.046067988383584e-05,41.521175384521484,2642.324033887416,109712.3996337757,1.2254587411880493,sim,0,,38,0.041758468111692676,0.02850502969070231,wna:1.0,4.395909542166657e-05,0.16552406549453735
71,27,30.0,0.001507635,3.47286113537848e-05,43.41189956665039,2584.981216232842,112218.94494077792,1.2796381711959839,sim,0,,38,0.04125009609564296,0.027815043763628925,wna:1.0,4.371775066690621e-05,0.16461530327796936
71,29,40.0,0.0012151240000000002,2.8587199267349206e-05,42.50587844848633,2644.186651108081,112393.47638711022,1.5639017820358276,sim,0,,38,0.04094627090246071,0.02806686928977219,wna:1.0,4.3237506818003357e-05,0.16280698776245117
83,1,0.6,0.0033347790000000004,8.301366324303672e-05,40.17144775390625,612.7904604891861,24616.679967633492,1.48912513256073,sim,0,,37,0.05783861550764521,0.05456528011318652,wna:1.0,0.0001432250882138792,0.539301335811615
